locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAGEIGCL_08459	CDS	651	ybhL_3		COG0670	Inner membrane protein YbhL
FAGEIGCL_08460	CDS	216				hypothetical protein
FAGEIGCL_08461	CDS	768	agaS_3	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
FAGEIGCL_08462	CDS	249	lagD_2	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
FAGEIGCL_08463	CDS	345				hypothetical protein
FAGEIGCL_08464	CDS	243	pucR_3		COG2508	Purine catabolism regulatory protein
FAGEIGCL_08465	CDS	150				hypothetical protein
FAGEIGCL_08466	CDS	564	modA_2		COG0725	Molybdate-binding protein ModA
FAGEIGCL_08467	CDS	483	mog_2	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
FAGEIGCL_08468	CDS	171				hypothetical protein
FAGEIGCL_08469	CDS	819				hypothetical protein
FAGEIGCL_08470	CDS	333				hypothetical protein
FAGEIGCL_08471	CDS	336				hypothetical protein
FAGEIGCL_08472	CDS	279				hypothetical protein
FAGEIGCL_08473	CDS	642				hypothetical protein
FAGEIGCL_08474	CDS	1524				hypothetical protein
FAGEIGCL_08475	CDS	984	guaC_2	1.7.1.7	COG0516	GMP reductase
FAGEIGCL_08476	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
FAGEIGCL_08477	CDS	1275	pucK_2		COG2233	Uric acid permease PucK
FAGEIGCL_08478	CDS	240				hypothetical protein
FAGEIGCL_08479	CDS	927	znuA_3		COG0803	High-affinity zinc uptake system binding-protein ZnuA
FAGEIGCL_08480	CDS	3951				hypothetical protein
FAGEIGCL_08481	CDS	174	tkt_5	2.2.1.1		Transketolase
FAGEIGCL_08482	CDS	534	tkt_6	2.2.1.1		Transketolase
FAGEIGCL_08483	CDS	423	tkt_7	2.2.1.1		Transketolase
FAGEIGCL_08484	CDS	720	fadR_2		COG2186	Fatty acid metabolism regulator protein
FAGEIGCL_08485	CDS	1542	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
FAGEIGCL_08486	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
FAGEIGCL_08487	CDS	1269	umuC		COG0389	Protein UmuC
FAGEIGCL_08488	CDS	420	umuD	3.4.21.-	COG1974	Protein UmuD
FAGEIGCL_08489	CDS	447				hypothetical protein
FAGEIGCL_08490	CDS	660	ycgM		COG0179	putative protein YcgM
FAGEIGCL_08491	CDS	294	ycgL		COG3100	Protein YcgL
FAGEIGCL_08492	CDS	402	pliG			Inhibitor of g-type lysozyme
FAGEIGCL_08493	CDS	369				hypothetical protein
FAGEIGCL_08494	CDS	696	minC		COG0850	Septum site-determining protein MinC
FAGEIGCL_08495	CDS	813	minD		COG2894	Septum site-determining protein MinD
FAGEIGCL_08496	CDS	267	minE		COG0851	Cell division topological specificity factor
FAGEIGCL_08497	CDS	327				putative autotransporter
FAGEIGCL_08498	CDS	285				hypothetical protein
FAGEIGCL_08499	CDS	330	ymgD			putative protein YmgD
FAGEIGCL_08500	CDS	528				hypothetical protein
FAGEIGCL_08501	CDS	522	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
FAGEIGCL_08502	CDS	249	ymgC			putative protein YmgC
FAGEIGCL_08503	CDS	267	ariR			putative two-component-system connector protein AriR
FAGEIGCL_08504	CDS	237	ycgZ			putative two-component-system connector protein YcgZ
FAGEIGCL_08505	CDS	1212	bluF			Blue light- and temperature-regulated antirepressor BluF
FAGEIGCL_08506	CDS	732	bluR		COG0789	HTH-type transcriptional repressor BluR
FAGEIGCL_08507	CDS	405	ydfO		COG5562	putative protein YdfO
FAGEIGCL_08508	CDS	153	icd_3	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
FAGEIGCL_08509	CDS	438	yjaB_3	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
FAGEIGCL_08510	CDS	585				hypothetical protein
FAGEIGCL_08511	CDS	453				hypothetical protein
FAGEIGCL_08512	CDS	330		7.6.2.-	COG1132	Fatty acid ABC transporter ATP-binding/permease protein
FAGEIGCL_08513	CDS	267	yfkJ_2	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
FAGEIGCL_08514	CDS	231				hypothetical protein
FAGEIGCL_08515	CDS	366				hypothetical protein
FAGEIGCL_08516	CDS	414	yutF_2	3.1.3.-	COG0647	Acid sugar phosphatase
FAGEIGCL_08517	CDS	729	agrB	3.4.-.-		Accessory gene regulator protein B
FAGEIGCL_08518	CDS	1314	alsS_2	2.2.1.6	COG0028	Acetolactate synthase
FAGEIGCL_08519	CDS	366				hypothetical protein
FAGEIGCL_08520	CDS	570				hypothetical protein
FAGEIGCL_08521	CDS	717	gamR			HTH-type transcriptional repressor GamR
FAGEIGCL_08522	CDS	1788	bga_2	3.2.1.23		Beta-galactosidase
FAGEIGCL_08523	CDS	486	levE_5	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
FAGEIGCL_08524	CDS	891				hypothetical protein
FAGEIGCL_08525	CDS	810	manZ_13		COG3716	PTS system mannose-specific EIID component
FAGEIGCL_08526	CDS	402				hypothetical protein
FAGEIGCL_08527	CDS	1149	agaA_6	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
FAGEIGCL_08528	CDS	918	glyQ_3	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
FAGEIGCL_08529	CDS	2040	glyS_3	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
FAGEIGCL_08530	CDS	258				hypothetical protein
FAGEIGCL_08531	CDS	1482	manR_3		COG1762	Transcriptional regulator ManR
FAGEIGCL_08532	CDS	423				hypothetical protein
FAGEIGCL_08533	CDS	438	ulaC_5		COG1762	Ascorbate-specific PTS system EIIA component
FAGEIGCL_08534	CDS	300				hypothetical protein
FAGEIGCL_08535	CDS	1359	ulaA_6		COG3037	Ascorbate-specific PTS system EIIC component
FAGEIGCL_08536	CDS	654	tal_2	2.2.1.2	COG0176	Transaldolase
FAGEIGCL_08537	CDS	678				hypothetical protein
FAGEIGCL_08538	CDS	282		3.2.1.96		Endo-beta-N-acetylglucosaminidase
FAGEIGCL_08539	CDS	249	rnhC_2	3.1.26.4	COG1039	Ribonuclease HIII
FAGEIGCL_08540	CDS	363	rlmI_3	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
FAGEIGCL_08541	CDS	186				hypothetical protein
FAGEIGCL_08542	CDS	870	citG_2	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
FAGEIGCL_08543	CDS	1173		1.1.1.38		NAD-dependent malic enzyme
FAGEIGCL_08544	CDS	858				hypothetical protein
FAGEIGCL_08545	CDS	189				hypothetical protein
FAGEIGCL_08546	CDS	2115	pnp_4	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
FAGEIGCL_08547	CDS	270	rpsO_3			30S ribosomal protein S15
FAGEIGCL_08548	CDS	234				hypothetical protein
FAGEIGCL_08549	CDS	315		2.8.1.-	COG0607	Sulfurtransferase
FAGEIGCL_08550	CDS	261	ricR		COG1937	Copper-sensing transcriptional repressor RicR
FAGEIGCL_08551	CDS	405	phnE_3		COG3639	Phosphate-import permease protein PhnE
FAGEIGCL_08552	CDS	1779				hypothetical protein
FAGEIGCL_08553	CDS	924				hypothetical protein
FAGEIGCL_08554	CDS	963	gsiC_2		COG0601	Glutathione transport system permease protein GsiC
FAGEIGCL_08555	CDS	945	oppF_5		COG4608	Oligopeptide transport ATP-binding protein OppF
FAGEIGCL_08556	CDS	1008	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
FAGEIGCL_08557	CDS	507				hypothetical protein
FAGEIGCL_08558	CDS	207				hypothetical protein
FAGEIGCL_08559	CDS	276	comGC		COG4537	ComG operon protein 3
FAGEIGCL_08560	CDS	417				hypothetical protein
FAGEIGCL_08561	CDS	624				hypothetical protein
FAGEIGCL_08562	CDS	936	menE_1	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
FAGEIGCL_08563	CDS	681				hypothetical protein
FAGEIGCL_08564	CDS	174				hypothetical protein
FAGEIGCL_08565	CDS	603				IS3 family transposase IS1397
FAGEIGCL_08566	CDS	873	yphB		COG2017	putative protein YphB
FAGEIGCL_08567	CDS	1062	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
FAGEIGCL_08568	CDS	999	rbsC_3		COG1172	Ribose import permease protein RbsC
FAGEIGCL_08569	CDS	1512	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
FAGEIGCL_08570	CDS	984	yphF		COG1879	ABC transporter periplasmic-binding protein YphF
FAGEIGCL_08571	CDS	3282	lapB_2			Lipopolysaccharide assembly protein B
FAGEIGCL_08572	CDS	1194	mlc_2		COG1940	Protein mlc
FAGEIGCL_08573	CDS	1254	glyA_3	2.1.2.1	COG0112	Serine hydroxymethyltransferase
FAGEIGCL_08574	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
FAGEIGCL_08575	CDS	339	glnB_2		COG0347	Nitrogen regulatory protein P-II 1
FAGEIGCL_08576	CDS	1335	qseF		COG2204	Transcriptional regulatory protein QseF
FAGEIGCL_08577	CDS	714	qseG			Quorum-sensing regulator protein G
FAGEIGCL_08578	CDS	1383	qseE	2.7.13.3		Sensor histidine kinase QseE
FAGEIGCL_08579	CDS	3888	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
FAGEIGCL_08580	CDS	1557	mltF_3	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
FAGEIGCL_08581	CDS	504	tadA_4	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
FAGEIGCL_08582	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
FAGEIGCL_08583	CDS	849	murR_5		COG1737	HTH-type transcriptional regulator MurR
FAGEIGCL_08584	CDS	261	yfhL		COG1145	Ferredoxin YfhL
FAGEIGCL_08585	CDS	381	acpS_3	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
FAGEIGCL_08586	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
FAGEIGCL_08587	CDS	729	recO_3		COG1381	DNA repair protein RecO
FAGEIGCL_08588	CDS	906	era_2		COG1159	GTPase Era
FAGEIGCL_08589	CDS	681	rnc_3	3.1.26.3	COG0571	Ribonuclease 3
FAGEIGCL_08590	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
FAGEIGCL_08591	CDS	1800	lepA_3	3.6.5.-	COG0481	Elongation factor 4
FAGEIGCL_08592	CDS	480	rseC		COG3086	Protein RseC
FAGEIGCL_08593	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
FAGEIGCL_08594	CDS	651	rseA		COG3073	Anti-sigma-E factor RseA
FAGEIGCL_08595	CDS	576	rpoE_3		COG1595	ECF RNA polymerase sigma-E factor
FAGEIGCL_08596	CDS	1623	nadB_2	1.4.3.16	COG0029	L-aspartate oxidase
FAGEIGCL_08597	CDS	738	yfiC_3	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
FAGEIGCL_08598	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
FAGEIGCL_08599	CDS	927	cmpR			HTH-type transcriptional activator CmpR
FAGEIGCL_08600	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
FAGEIGCL_08601	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
FAGEIGCL_08602	CDS	690	ung_3	3.2.2.27	COG0692	Uracil-DNA glycosylase
FAGEIGCL_08603	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
FAGEIGCL_08604	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
FAGEIGCL_08605	CDS	699				hypothetical protein
FAGEIGCL_08606	CDS	2661	patZ	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase PatZ
FAGEIGCL_08607	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
FAGEIGCL_08608	CDS	273				hypothetical protein
FAGEIGCL_08609	CDS	1299	kgtP_2			Alpha-ketoglutarate permease
FAGEIGCL_08610	CDS	219				IS110 family transposase IS621
FAGEIGCL_08611	CDS	333				IS110 family transposase IS621
FAGEIGCL_08612	CDS	288				IS110 family transposase IS621
FAGEIGCL_08613	CDS	468				hypothetical protein
FAGEIGCL_08614	CDS	843				hypothetical protein
FAGEIGCL_08615	CDS	237				hypothetical protein
FAGEIGCL_08616	CDS	1275	murA1_3	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
FAGEIGCL_08617	CDS	189				hypothetical protein
FAGEIGCL_08618	CDS	867	endA_2	3.1.30.-		DNA-entry nuclease
FAGEIGCL_08619	CDS	1044	pheS_3	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
FAGEIGCL_08620	CDS	222				hypothetical protein
FAGEIGCL_08621	CDS	165				hypothetical protein
FAGEIGCL_08622	CDS	2406	pheT_3	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
FAGEIGCL_08623	CDS	3243	rexB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
FAGEIGCL_08624	CDS	3633	addA_3	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
FAGEIGCL_08625	CDS	1146				hypothetical protein
FAGEIGCL_08626	CDS	735				hypothetical protein
FAGEIGCL_08627	CDS	624	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
FAGEIGCL_08628	CDS	177				hypothetical protein
FAGEIGCL_08629	CDS	888	miaA_2	2.5.1.75	COG0324	tRNA dimethylallyltransferase
FAGEIGCL_08630	CDS	1239	hflX_2			GTPase HflX
FAGEIGCL_08631	CDS	639				hypothetical protein
FAGEIGCL_08632	CDS	828	rnz	3.1.26.11	COG1234	Ribonuclease Z
FAGEIGCL_08633	CDS	759		1.-.-.-		putative oxidoreductase
FAGEIGCL_08634	CDS	2211				hypothetical protein
FAGEIGCL_08635	CDS	1620	mleA_2	4.1.1.101	COG0281	Malolactic enzyme
FAGEIGCL_08636	CDS	945				hypothetical protein
FAGEIGCL_08637	CDS	981	cbh	3.5.1.24		Choloylglycine hydrolase
FAGEIGCL_08638	CDS	1209	rhaR_8			HTH-type transcriptional activator RhaR
FAGEIGCL_08639	CDS	2724				hypothetical protein
FAGEIGCL_08640	CDS	288				hypothetical protein
FAGEIGCL_08641	CDS	195				hypothetical protein
FAGEIGCL_08642	CDS	882	tsf_3			Elongation factor Ts
FAGEIGCL_08643	CDS	375	ldh_4	1.1.1.27	COG0039	L-lactate dehydrogenase
FAGEIGCL_08644	CDS	423				hypothetical protein
FAGEIGCL_08645	CDS	876	nnrD_2	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
FAGEIGCL_08646	CDS	867				hypothetical protein
FAGEIGCL_08647	CDS	897	eis_2	2.3.1.-		N-acetyltransferase Eis
FAGEIGCL_08648	CDS	120				hypothetical protein
FAGEIGCL_08649	CDS	816				hypothetical protein
FAGEIGCL_08650	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
FAGEIGCL_08651	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
FAGEIGCL_08652	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
FAGEIGCL_08653	CDS	549	dapH_4	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
FAGEIGCL_08654	CDS	747				hypothetical protein
FAGEIGCL_08655	CDS	1221				hypothetical protein
FAGEIGCL_08656	CDS	1218				hypothetical protein
FAGEIGCL_08657	CDS	489	cysE_4	2.3.1.30	COG1045	Serine acetyltransferase
FAGEIGCL_08658	CDS	840				hypothetical protein
FAGEIGCL_08659	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
FAGEIGCL_08660	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
FAGEIGCL_08661	CDS	1125				hypothetical protein
FAGEIGCL_08662	CDS	1584				hypothetical protein
FAGEIGCL_08663	CDS	1854				hypothetical protein
FAGEIGCL_08664	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
FAGEIGCL_08665	CDS	642	udk_4	2.7.1.48	COG0572	Uridine kinase
FAGEIGCL_08666	CDS	3318	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
FAGEIGCL_08667	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
FAGEIGCL_08668	CDS	1353	dnaK_3			Chaperone protein DnaK
FAGEIGCL_08669	CDS	1941	yegI	2.7.-.-	COG4248	Protein kinase YegI
FAGEIGCL_08670	CDS	681	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
FAGEIGCL_08671	CDS	660				hypothetical protein
FAGEIGCL_08672	CDS	1368	mdtA			Multidrug resistance protein MdtA
FAGEIGCL_08673	CDS	3123	mdtB			Multidrug resistance protein MdtB
FAGEIGCL_08674	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
FAGEIGCL_08675	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
FAGEIGCL_08676	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
FAGEIGCL_08677	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
FAGEIGCL_08678	CDS	333				hypothetical protein
FAGEIGCL_08679	CDS	1362	rlhA_3		COG0826	23S rRNA 5-hydroxycytidine synthase
FAGEIGCL_08680	CDS	378				hypothetical protein
FAGEIGCL_08681	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
FAGEIGCL_08682	CDS	780	srlR_7		COG1349	Glucitol operon repressor
FAGEIGCL_08683	CDS	1041	gatD_3	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
FAGEIGCL_08684	CDS	1356	gatC_9		COG3775	PTS system galactitol-specific EIIC component
FAGEIGCL_08685	CDS	285	gatB_7	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
FAGEIGCL_08686	CDS	453	gatA_6		COG1762	PTS system galactitol-specific EIIA component
FAGEIGCL_08687	CDS	1263	gatZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit GatZ
FAGEIGCL_08688	CDS	855	gatY_3	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
FAGEIGCL_08689	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
FAGEIGCL_08690	CDS	1278	yegT			Putative nucleoside transporter YegT
FAGEIGCL_08691	CDS	1005	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
FAGEIGCL_08692	CDS	966	kdgK_4	2.7.1.45		2-dehydro-3-deoxygluconokinase
FAGEIGCL_08693	CDS	747	nagR_4		COG2188	HTH-type transcriptional repressor NagR
FAGEIGCL_08694	CDS	819				hypothetical protein
FAGEIGCL_08695	CDS	801	thiD_2	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
FAGEIGCL_08696	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
FAGEIGCL_08697	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
FAGEIGCL_08698	CDS	825	rcnA		COG2215	Nickel/cobalt efflux system RcnA
FAGEIGCL_08699	CDS	339	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
FAGEIGCL_08700	CDS	1035	yehA			putative fimbrial-like protein YehA
FAGEIGCL_08701	CDS	2481	yehB		COG3188	Outer membrane usher protein YehB
FAGEIGCL_08702	CDS	675	yehC		COG3121	putative fimbrial chaperone YehC
FAGEIGCL_08703	CDS	543	yehD			putative fimbrial-like protein YehD
FAGEIGCL_08704	CDS	282				hypothetical protein
FAGEIGCL_08705	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
FAGEIGCL_08706	CDS	2034	metG_3	6.1.1.10	COG0073	Methionine--tRNA ligase
FAGEIGCL_08707	CDS	102	yehF			Protein YehF
FAGEIGCL_08708	CDS	3654				hypothetical protein
FAGEIGCL_08709	CDS	3633				hypothetical protein
FAGEIGCL_08710	CDS	186				hypothetical protein
FAGEIGCL_08711	CDS	1089	yehL		COG0714	putative protein YehL
FAGEIGCL_08712	CDS	2280				hypothetical protein
FAGEIGCL_08713	CDS	1137				hypothetical protein
FAGEIGCL_08714	CDS	2004				hypothetical protein
FAGEIGCL_08715	CDS	462	yehR_2		COG4808	putative lipoprotein YehR
FAGEIGCL_08716	CDS	471				hypothetical protein
FAGEIGCL_08717	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
FAGEIGCL_08718	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
FAGEIGCL_08719	CDS	732	mlrA		COG0789	HTH-type transcriptional regulator MlrA
FAGEIGCL_08720	CDS	108				hypothetical protein
FAGEIGCL_08721	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
FAGEIGCL_08722	CDS	927	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
FAGEIGCL_08723	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
FAGEIGCL_08724	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
FAGEIGCL_08725	CDS	2298		3.2.1.-		Beta-xylosidase
FAGEIGCL_08726	CDS	1716	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
FAGEIGCL_08727	CDS	894	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
FAGEIGCL_08728	CDS	612	yohC			Inner membrane protein YohC
FAGEIGCL_08729	CDS	579	yohD		COG0586	Inner membrane protein YohD
FAGEIGCL_08730	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
FAGEIGCL_08731	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
FAGEIGCL_08732	CDS	951	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
FAGEIGCL_08733	CDS	399				hypothetical protein
FAGEIGCL_08734	CDS	696	yohK_3		COG1346	Inner membrane protein YohK
FAGEIGCL_08735	CDS	885	cdd_2	3.5.4.5	COG0295	Cytidine deaminase
FAGEIGCL_08736	CDS	720				hypothetical protein
FAGEIGCL_08737	CDS	240				hypothetical protein
FAGEIGCL_08738	CDS	1239	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
FAGEIGCL_08739	CDS	1236	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
FAGEIGCL_08740	CDS	1011	mglC		COG4211	Galactoside transport system permease protein MglC
FAGEIGCL_08741	CDS	1521	mglA_3	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
FAGEIGCL_08742	CDS	999	mglB		COG1879	D-galactose-binding periplasmic protein
FAGEIGCL_08743	CDS	1041	galS		COG1609	HTH-type transcriptional regulator GalS
FAGEIGCL_08744	CDS	1158				hypothetical protein
FAGEIGCL_08745	CDS	669	folE_3	3.5.4.16	COG0302	GTP cyclohydrolase 1
FAGEIGCL_08746	CDS	837	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
FAGEIGCL_08747	CDS	1992	cirA		COG4771	Colicin I receptor
FAGEIGCL_08748	CDS	1470	lysP		COG0833	Lysine-specific permease
FAGEIGCL_08749	CDS	882	cysL_3		COG0583	HTH-type transcriptional regulator CysL
FAGEIGCL_08750	CDS	1050				hypothetical protein
FAGEIGCL_08751	CDS	858	nfo	3.1.21.2	COG0648	Endonuclease 4
FAGEIGCL_08752	CDS	1089	psuK_1	2.7.1.83	COG0524	Pseudouridine kinase
FAGEIGCL_08753	CDS	942	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
FAGEIGCL_08754	CDS	699	yeiL_3		COG0664	Regulatory protein YeiL
FAGEIGCL_08755	CDS	1251	psuT		COG1972	Putative pseudouridine transporter
FAGEIGCL_08756	CDS	939	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
FAGEIGCL_08757	CDS	942	psuK_2	2.7.1.83	COG0524	Pseudouridine kinase
FAGEIGCL_08758	CDS	459				hypothetical protein
FAGEIGCL_08759	CDS	1692	fruA_8		COG1299	PTS system fructose-specific EIIB'BC component
FAGEIGCL_08760	CDS	939	lacC_5	2.7.1.144		Tagatose-6-phosphate kinase
FAGEIGCL_08761	CDS	1131	fruB		COG1925	Multiphosphoryl transfer protein
FAGEIGCL_08762	CDS	1182	setB			Sugar efflux transporter B
FAGEIGCL_08763	CDS	573	yeiP		COG0231	Elongation factor P-like protein
FAGEIGCL_08764	CDS	1467	mtlK_2	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
FAGEIGCL_08765	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
FAGEIGCL_08766	CDS	714	lpxT	2.7.4.29	COG0671	Lipid A 1-diphosphate synthase
FAGEIGCL_08767	CDS	567	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
FAGEIGCL_08768	CDS	1557	pdeN	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
FAGEIGCL_08769	CDS	1815				hypothetical protein
FAGEIGCL_08770	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
FAGEIGCL_08771	CDS	1026	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
FAGEIGCL_08772	CDS	1590	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
FAGEIGCL_08773	CDS	345	yejG			putative protein YejG
FAGEIGCL_08774	CDS	1191	bcr_2			Bicyclomycin resistance protein
FAGEIGCL_08775	CDS	792	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
FAGEIGCL_08776	CDS	1761	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
FAGEIGCL_08777	CDS	285	rplY_2		COG1825	50S ribosomal protein L25
FAGEIGCL_08778	CDS	1008	yejK		COG3081	Nucleoid-associated protein YejK
FAGEIGCL_08779	CDS	228				hypothetical protein
FAGEIGCL_08780	CDS	1761	yejM		COG3083	Inner membrane protein YejM
FAGEIGCL_08781	tRNA	77				tRNA-Pro(ggg)
FAGEIGCL_08782	CDS	249				hypothetical protein
FAGEIGCL_08783	CDS	390				hypothetical protein
FAGEIGCL_08784	CDS	204				hypothetical protein
FAGEIGCL_08785	CDS	648	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
FAGEIGCL_08786	CDS	1053	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
FAGEIGCL_08787	CDS	558	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
FAGEIGCL_08788	CDS	1944	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
FAGEIGCL_08789	CDS	480	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
FAGEIGCL_08790	CDS	210	ccmD		COG3114	Heme exporter protein D
FAGEIGCL_08791	CDS	762	ccmC		COG0755	Heme exporter protein C
FAGEIGCL_08792	CDS	663	ccmB		COG2386	Heme exporter protein B
FAGEIGCL_08793	CDS	618	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
