locus_tag	ftype	length_bp	gene	EC_number	COG	product
HANCKOBL_03923	CDS	1005	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
HANCKOBL_03924	CDS	630	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
HANCKOBL_03925	CDS	975				hypothetical protein
HANCKOBL_03926	CDS	507				hypothetical protein
HANCKOBL_03927	CDS	1491				hypothetical protein
HANCKOBL_03928	CDS	765	udp	2.4.2.3	COG2820	Uridine phosphorylase
HANCKOBL_03929	CDS	810	clcD	3.1.1.45		Carboxymethylenebutenolidase
HANCKOBL_03930	CDS	96				hypothetical protein
HANCKOBL_03931	CDS	669	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HANCKOBL_03932	CDS	861				hypothetical protein
HANCKOBL_03933	CDS	1560	fdrA_3		COG0074	Protein FdrA
HANCKOBL_03934	CDS	1476				hypothetical protein
HANCKOBL_03935	CDS	957	arcC1_4	2.7.2.2		Carbamate kinase 1
HANCKOBL_03936	CDS	390	atzF	3.5.1.54		Allophanate hydrolase
HANCKOBL_03937	CDS	1224	codB_2		COG1457	Cytosine permease
HANCKOBL_03938	CDS	906	yahB_3			putative HTH-type transcriptional regulator YahB
HANCKOBL_03939	CDS	846	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
HANCKOBL_03940	CDS	1998	tktA_2	2.2.1.1	COG0021	Transketolase 1
HANCKOBL_03941	CDS	1509	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
HANCKOBL_03942	CDS	558	hxlB_2	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
HANCKOBL_03943	CDS	1134				hypothetical protein
HANCKOBL_03944	CDS	258				hypothetical protein
HANCKOBL_03945	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HANCKOBL_03946	CDS	954	metR			HTH-type transcriptional regulator MetR
HANCKOBL_03947	CDS	900	bioP		COG0697	Biotin transporter
HANCKOBL_03948	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
HANCKOBL_03949	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
HANCKOBL_03950	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
HANCKOBL_03951	CDS	621	rhtC_2		COG1280	Threonine efflux protein
HANCKOBL_03952	CDS	1815	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
HANCKOBL_03953	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
HANCKOBL_03954	CDS	468				hypothetical protein
HANCKOBL_03955	CDS	888	rarD		COG2962	Protein RarD
HANCKOBL_03956	CDS	951	corA		COG0598	Magnesium transport protein CorA
HANCKOBL_03957	CDS	903	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
HANCKOBL_03958	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
HANCKOBL_03959	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
HANCKOBL_03960	CDS	897	xerC_2		COG4973	Tyrosine recombinase XerC
HANCKOBL_03961	CDS	708				hypothetical protein
HANCKOBL_03962	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
HANCKOBL_03963	CDS	204				hypothetical protein
HANCKOBL_03964	CDS	234				hypothetical protein
HANCKOBL_03965	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
HANCKOBL_03966	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
HANCKOBL_03967	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
HANCKOBL_03968	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
HANCKOBL_03969	CDS	1212	hemX		COG2959	Protein HemX
HANCKOBL_03970	CDS	1197	hemY		COG3071	Protein HemY
HANCKOBL_03971	CDS	591				hypothetical protein
HANCKOBL_03972	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
HANCKOBL_03973	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
HANCKOBL_03974	tRNA	77				tRNA-Pro(tgg)
HANCKOBL_03975	tRNA	87				tRNA-Leu(cag)
HANCKOBL_03976	tRNA	76				tRNA-His(gtg)
HANCKOBL_03977	tRNA	77				tRNA-Arg(ccg)
HANCKOBL_03978	CDS	1386	yifK		COG1113	putative transport protein YifK
HANCKOBL_03979	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
HANCKOBL_03980	CDS	1353	wzyE			putative ECA polymerase
HANCKOBL_03981	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
HANCKOBL_03982	CDS	1251	wzxE		COG2244	Lipid III flippase
HANCKOBL_03983	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
HANCKOBL_03984	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
HANCKOBL_03985	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
HANCKOBL_03986	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
HANCKOBL_03987	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
HANCKOBL_03988	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
HANCKOBL_03989	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
HANCKOBL_03990	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
HANCKOBL_03991	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
HANCKOBL_03992	CDS	330	trxA		COG0526	Thioredoxin 1
HANCKOBL_03993	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
HANCKOBL_03994	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
HANCKOBL_03995	CDS	2022	rep_1	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
HANCKOBL_03996	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
HANCKOBL_03997	CDS	1338	abaQ			Quinolone resistance transporter
HANCKOBL_03998	CDS	960		1.1.1.81	COG0111	Hydroxypyruvate reductase
HANCKOBL_03999	CDS	657	proA_3	4.1.3.16		4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase
HANCKOBL_04000	CDS	939	kdgK_3	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
HANCKOBL_04001	CDS	660	gntR_3			putative D-xylose utilization operon transcriptional repressor
HANCKOBL_04002	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
HANCKOBL_04003	CDS	960	hdfR_2			HTH-type transcriptional regulator HdfR
HANCKOBL_04004	CDS	1548	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
HANCKOBL_04005	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
HANCKOBL_04006	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
HANCKOBL_04007	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
HANCKOBL_04008	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
HANCKOBL_04009	CDS	1521	comM		COG0606	Competence protein ComM
HANCKOBL_04010	CDS	339				hypothetical protein
HANCKOBL_04011	CDS	840	hdfR_3			HTH-type transcriptional regulator HdfR
HANCKOBL_04012	tRNA	76				tRNA-Trp(cca)
HANCKOBL_04013	tRNA	77				tRNA-Asp(gtc)
HANCKOBL_04014	CDS	693	nanR_2		COG2186	HTH-type transcriptional repressor NanR
HANCKOBL_04015	CDS	1428	hsrA			putative transport protein HsrA
HANCKOBL_04016	CDS	993	rbsR		COG1609	Ribose operon repressor
HANCKOBL_04017	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
HANCKOBL_04018	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
HANCKOBL_04019	CDS	966	rbsC_3		COG1172	Ribose import permease protein RbsC
HANCKOBL_04020	CDS	1506	rbsA_3	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
HANCKOBL_04021	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
HANCKOBL_04022	CDS	1869	kup			Low affinity potassium transport system protein kup
HANCKOBL_04023	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
HANCKOBL_04024	CDS	1452	viaA		COG2425	Protein ViaA
HANCKOBL_04025	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
HANCKOBL_04026	CDS	459	asnC		COG1522	Regulatory protein AsnC
HANCKOBL_04027	CDS	444	mioC		COG0716	Protein MioC
HANCKOBL_04028	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HANCKOBL_04029	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
HANCKOBL_04030	CDS	381	atpI		COG3312	ATP synthase protein I
HANCKOBL_04031	CDS	816	atpB		COG0356	ATP synthase subunit a
HANCKOBL_04032	CDS	240	atpE		COG0636	ATP synthase subunit c
HANCKOBL_04033	CDS	471	atpF		COG0711	ATP synthase subunit b
HANCKOBL_04034	CDS	534	atpH		COG0712	ATP synthase subunit delta
HANCKOBL_04035	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
HANCKOBL_04036	CDS	864	atpG		COG0224	ATP synthase gamma chain
HANCKOBL_04037	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
HANCKOBL_04038	CDS	420	atpC		COG0355	ATP synthase epsilon chain
HANCKOBL_04039	CDS	1371	glmU		COG1207	Bifunctional protein GlmU
HANCKOBL_04040	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
HANCKOBL_04041	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
HANCKOBL_04042	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
HANCKOBL_04043	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
HANCKOBL_04044	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
HANCKOBL_04045	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
HANCKOBL_04046	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
HANCKOBL_04047	CDS	1875	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
HANCKOBL_04048	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
HANCKOBL_04049	CDS	1617	bglH		COG4580	Cryptic outer membrane porin BglH
HANCKOBL_04050	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
HANCKOBL_04051	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
HANCKOBL_04052	CDS	474	cbrB			Inner membrane protein CbrB
HANCKOBL_04053	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
HANCKOBL_04054	CDS	1338	adeP		COG2252	Adenine permease AdeP
HANCKOBL_04055	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
HANCKOBL_04056	CDS	750				hypothetical protein
HANCKOBL_04057	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
HANCKOBL_04058	CDS	1176	mdtL			Multidrug resistance protein MdtL
HANCKOBL_04059	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
HANCKOBL_04060	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
HANCKOBL_04061	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
HANCKOBL_04062	CDS	1647	yidC			Membrane protein insertase YidC
HANCKOBL_04063	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
HANCKOBL_04064	CDS	141	rpmH		COG0230	50S ribosomal protein L34
HANCKOBL_04065	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
HANCKOBL_04066	CDS	1101	dnaN		COG0592	Beta sliding clamp
HANCKOBL_04067	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
HANCKOBL_04068	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
HANCKOBL_04069	CDS	399				hypothetical protein
HANCKOBL_04070	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
HANCKOBL_04071	CDS	411				hypothetical protein
HANCKOBL_04072	CDS	204				hypothetical protein
HANCKOBL_04073	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
HANCKOBL_04074	CDS	879	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
HANCKOBL_04075	CDS	618	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
HANCKOBL_04076	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
HANCKOBL_04077	CDS	1293	dgoT			D-galactonate transporter
HANCKOBL_04078	CDS	1101	cbrA		COG0644	Protein CbrA
HANCKOBL_04079	CDS	1215				hypothetical protein
HANCKOBL_04080	CDS	261				hypothetical protein
HANCKOBL_04081	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
HANCKOBL_04082	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
HANCKOBL_04083	CDS	1662	aspT_2			Aspartate/alanine antiporter
HANCKOBL_04084	CDS	867	rhaR_4			HTH-type transcriptional activator RhaR
HANCKOBL_04085	CDS	1716	yidK		COG4146	putative symporter YidK
HANCKOBL_04086	CDS	1494		3.1.6.-		Ulvan-active sulfatase
HANCKOBL_04087	CDS	348	yidH		COG2149	Inner membrane protein YidH
HANCKOBL_04088	CDS	363	yidG			Inner membrane protein YidG
HANCKOBL_04089	CDS	498				hypothetical protein
HANCKOBL_04090	CDS	1185	emrD			Multidrug resistance protein D
HANCKOBL_04091	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
HANCKOBL_04092	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
HANCKOBL_04093	CDS	861				hypothetical protein
HANCKOBL_04094	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
HANCKOBL_04095	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
HANCKOBL_04096	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
HANCKOBL_04097	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
HANCKOBL_04098	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
HANCKOBL_04099	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
HANCKOBL_04100	CDS	453				hypothetical protein
HANCKOBL_04101	CDS	324				hypothetical protein
HANCKOBL_04102	CDS	360				hypothetical protein
HANCKOBL_04103	CDS	1239	nepI		COG2814	Purine ribonucleoside efflux pump NepI
HANCKOBL_04104	CDS	294				hypothetical protein
HANCKOBL_04105	CDS	870				hypothetical protein
HANCKOBL_04106	CDS	204				hypothetical protein
HANCKOBL_04107	CDS	1062	xerC_3			Tyrosine recombinase XerC
HANCKOBL_04108	CDS	1326				hypothetical protein
HANCKOBL_04109	CDS	1632				hypothetical protein
HANCKOBL_04110	CDS	399				hypothetical protein
HANCKOBL_04111	CDS	414				hypothetical protein
HANCKOBL_04112	CDS	666				hypothetical protein
HANCKOBL_04113	CDS	1278				hypothetical protein
HANCKOBL_04114	CDS	414				hypothetical protein
HANCKOBL_04115	CDS	1857				hypothetical protein
HANCKOBL_04116	CDS	1068	fokIM	2.1.1.72		Modification methylase FokI
HANCKOBL_04117	CDS	1101				hypothetical protein
HANCKOBL_04118	CDS	240				hypothetical protein
HANCKOBL_04119	CDS	579				hypothetical protein
HANCKOBL_04120	CDS	219				hypothetical protein
HANCKOBL_04121	CDS	2037				hypothetical protein
HANCKOBL_04122	CDS	873				hypothetical protein
HANCKOBL_04123	CDS	651				hypothetical protein
HANCKOBL_04124	CDS	981	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
HANCKOBL_04125	CDS	1107	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
HANCKOBL_04126	CDS	717	nanC			putative N-acetylneuraminic acid outer membrane channel protein NanC
HANCKOBL_04127	CDS	603				ISKra4 family transposase ISCep1
HANCKOBL_04128	CDS	597				ISKra4 family transposase ISCep1
HANCKOBL_04129	CDS	549	fimA_2			Type-1 fimbrial protein, A chain
HANCKOBL_04130	CDS	498	lpfA			putative major fimbrial subunit LpfA
HANCKOBL_04131	CDS	726	fimC_2			Chaperone protein FimC
HANCKOBL_04132	CDS	2637	fimD_3		COG3188	Outer membrane usher protein FimD
HANCKOBL_04133	CDS	531	fimF_2			Protein FimF
HANCKOBL_04134	CDS	504	fimG_2			Protein FimG
HANCKOBL_04135	CDS	903	fimH_2			Type 1 fimbrin D-mannose specific adhesin
HANCKOBL_04136	CDS	93				hypothetical protein
HANCKOBL_04137	CDS	117				hypothetical protein
HANCKOBL_04138	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
HANCKOBL_04139	CDS	1461	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
HANCKOBL_04140	CDS	774	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
HANCKOBL_04141	CDS	384	iraD			Anti-adapter protein IraD
HANCKOBL_04142	CDS	2382				hypothetical protein
HANCKOBL_04143	CDS	633	dhaL_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
HANCKOBL_04144	CDS	1065	dhaK_2	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
HANCKOBL_04145	CDS	1083	dhaD	1.1.1.6		Glycerol dehydrogenase
HANCKOBL_04146	CDS	1269	yihN			Inner membrane protein YihN
HANCKOBL_04147	CDS	1365				hypothetical protein
HANCKOBL_04148	CDS	225				hypothetical protein
HANCKOBL_04149	CDS	1542	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
HANCKOBL_04150	CDS	1143	glxK_2	2.7.1.31	COG1929	Glycerate 3-kinase
HANCKOBL_04151	CDS	888	glxR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
HANCKOBL_04152	CDS	783	hyi_2	5.3.1.22	COG3622	Hydroxypyruvate isomerase
HANCKOBL_04153	CDS	1740	gcl_2	4.1.1.47	COG3960	Glyoxylate carboligase
HANCKOBL_04154	CDS	1935	dhaR_2		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
HANCKOBL_04155	CDS	1371				hypothetical protein
HANCKOBL_04156	CDS	1404	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
HANCKOBL_04157	CDS	957	yjiE			HTH-type transcriptional regulator YjiE
HANCKOBL_04158	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
HANCKOBL_04159	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
HANCKOBL_04160	CDS	684				hypothetical protein
HANCKOBL_04161	CDS	555	kptA	2.7.1.-	COG1859	putative RNA 2'-phosphotransferase
HANCKOBL_04162	CDS	1179				hypothetical protein
HANCKOBL_04163	CDS	972	yjiK		COG3204	putative protein YjiK
HANCKOBL_04164	CDS	258				hypothetical protein
HANCKOBL_04165	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
HANCKOBL_04166	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
HANCKOBL_04167	CDS	1281				hypothetical protein
HANCKOBL_04168	CDS	921				ISNCY family transposase ISRor2
HANCKOBL_04169	CDS	177				hypothetical protein
HANCKOBL_04170	CDS	165				hypothetical protein
HANCKOBL_04171	CDS	339	symE	3.1.-.-		Toxic protein SymE
HANCKOBL_04172	CDS	189				hypothetical protein
HANCKOBL_04173	CDS	1851	rep_2	3.6.4.12		ATP-dependent DNA helicase Rep
HANCKOBL_04174	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
HANCKOBL_04175	CDS	204				hypothetical protein
HANCKOBL_04176	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
HANCKOBL_04177	CDS	1656	tsr		COG0840	Methyl-accepting chemotaxis protein I
HANCKOBL_04178	CDS	1272	dctM_3		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
HANCKOBL_04179	CDS	474				hypothetical protein
HANCKOBL_04180	CDS	972	siaP		COG1638	Sialic acid-binding periplasmic protein SiaP
HANCKOBL_04181	CDS	1653	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
HANCKOBL_04182	CDS	906	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
HANCKOBL_04183	CDS	1023	lgoD_2	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
HANCKOBL_04184	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
HANCKOBL_04185	CDS	495				hypothetical protein
HANCKOBL_04186	CDS	738	dnaC		COG1484	DNA replication protein DnaC
HANCKOBL_04187	CDS	540	dnaT_2			Primosomal protein 1
HANCKOBL_04188	CDS	474				hypothetical protein
HANCKOBL_04189	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
HANCKOBL_04190	CDS	726	yjjQ			Putative transcription factor YjjQ
HANCKOBL_04191	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
HANCKOBL_04192	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
HANCKOBL_04193	CDS	237				hypothetical protein
HANCKOBL_04194	CDS	432				IS66 family transposase ISEc22
HANCKOBL_04195	CDS	792			COG5266	putative protein
HANCKOBL_04196	CDS	1971	hemR_2		COG1629	Hemin receptor
HANCKOBL_04197	CDS	366				hypothetical protein
HANCKOBL_04198	CDS	1170				hypothetical protein
HANCKOBL_04199	CDS	741	xerC_4			Tyrosine recombinase XerC
HANCKOBL_04200	CDS	978	repB			RepFIB replication protein A
HANCKOBL_04201	CDS	321				hypothetical protein
HANCKOBL_04202	CDS	642				hypothetical protein
HANCKOBL_04203	CDS	168				hypothetical protein
HANCKOBL_04204	CDS	219	ccdA			Antitoxin CcdA
HANCKOBL_04205	CDS	306	ccdB_2			Toxin CcdB
HANCKOBL_04206	CDS	810	xerC_5			Tyrosine recombinase XerC
HANCKOBL_04207	CDS	276				hypothetical protein
HANCKOBL_04208	CDS	645	srp54			Signal recognition particle 54 kDa protein
HANCKOBL_04209	CDS	972	parM_2			Plasmid segregation protein ParM
HANCKOBL_04210	CDS	393				hypothetical protein
HANCKOBL_04211	CDS	234	umuC_2		COG0389	Protein UmuC
HANCKOBL_04212	CDS	993	umuC_3		COG0389	Protein UmuC
HANCKOBL_04213	CDS	438	umuD_2	3.4.21.-	COG1974	Protein UmuD
HANCKOBL_04214	CDS	249				hypothetical protein
HANCKOBL_04215	CDS	519				hypothetical protein
HANCKOBL_04216	CDS	1221				ISL3 family transposase ISEc53
HANCKOBL_04217	CDS	855				hypothetical protein
HANCKOBL_04218	CDS	798				IS21 family transposase IS21
HANCKOBL_04219	CDS	1173				hypothetical protein
HANCKOBL_04220	CDS	204				hypothetical protein
HANCKOBL_04221	CDS	684	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
HANCKOBL_04222	CDS	222				hypothetical protein
HANCKOBL_04223	CDS	435				hypothetical protein
HANCKOBL_04224	CDS	771				hypothetical protein
HANCKOBL_04225	CDS	426	klcA			Antirestriction protein KlcA
HANCKOBL_04226	CDS	423				hypothetical protein
HANCKOBL_04227	CDS	192				hypothetical protein
HANCKOBL_04228	CDS	231				hypothetical protein
HANCKOBL_04229	CDS	1362				hypothetical protein
HANCKOBL_04230	CDS	564				hypothetical protein
HANCKOBL_04231	CDS	225				hypothetical protein
HANCKOBL_04232	CDS	528	ssb_2			Plasmid-derived single-stranded DNA-binding protein
HANCKOBL_04233	CDS	234				hypothetical protein
HANCKOBL_04234	CDS	1959	noc			Nucleoid occlusion protein
HANCKOBL_04235	CDS	435	psiB			Protein PsiB
HANCKOBL_04236	CDS	720				hypothetical protein
HANCKOBL_04237	CDS	213	flmC			Protein FlmC
HANCKOBL_04238	CDS	288				hypothetical protein
HANCKOBL_04239	CDS	822				hypothetical protein
HANCKOBL_04240	CDS	510				hypothetical protein
HANCKOBL_04241	CDS	384	traM			Relaxosome protein TraM
HANCKOBL_04242	CDS	687	traJ			Protein TraJ
HANCKOBL_04243	CDS	102				hypothetical protein
HANCKOBL_04244	CDS	360	traA			Pilin
HANCKOBL_04245	CDS	312				hypothetical protein
HANCKOBL_04246	CDS	567				hypothetical protein
HANCKOBL_04247	CDS	729				hypothetical protein
HANCKOBL_04248	CDS	1428				hypothetical protein
HANCKOBL_04249	CDS	591				hypothetical protein
HANCKOBL_04250	CDS	321				hypothetical protein
HANCKOBL_04251	CDS	252				hypothetical protein
HANCKOBL_04252	CDS	516	traV			Protein TraV
HANCKOBL_04253	CDS	474				hypothetical protein
HANCKOBL_04254	CDS	219				hypothetical protein
HANCKOBL_04255	CDS	348				hypothetical protein
HANCKOBL_04256	CDS	2631	traC			Protein TraC
HANCKOBL_04257	CDS	387				hypothetical protein
HANCKOBL_04258	CDS	633				hypothetical protein
HANCKOBL_04259	CDS	993				hypothetical protein
HANCKOBL_04260	CDS	306				hypothetical protein
HANCKOBL_04261	CDS	639				hypothetical protein
HANCKOBL_04262	CDS	1851	traN			Mating pair stabilization protein TraN
HANCKOBL_04263	CDS	258				hypothetical protein
HANCKOBL_04264	CDS	744				hypothetical protein
HANCKOBL_04265	CDS	342				hypothetical protein
HANCKOBL_04266	CDS	336				hypothetical protein
HANCKOBL_04267	CDS	285	traQ			Protein TraQ
HANCKOBL_04268	CDS	546				hypothetical protein
HANCKOBL_04269	CDS	393				hypothetical protein
HANCKOBL_04270	CDS	1374				hypothetical protein
HANCKOBL_04271	CDS	2847				hypothetical protein
HANCKOBL_04272	CDS	510	traS			Protein TraS
HANCKOBL_04273	CDS	732	ylpA			Lipoprotein YlpA
HANCKOBL_04274	CDS	738				hypothetical protein
HANCKOBL_04275	CDS	2190	traD			Coupling protein TraD
HANCKOBL_04276	CDS	5271	traI			Multifunctional conjugation protein TraI
